miRNA	average
miR-3116	0.000312849832730904
miR-3621	0.000312849832730904
miR-1252-3p	0.0003120715864580447
miR-6830-3p	0.00031052665230972933
miR-4659b-5p	0.00031052665230972933
miR-6512-3p	0.00031052665230972933
miR-1265	0.00030598228721136396
miR-1914-3p	0.00030598228721136396
miR-6823-5p	0.00030598228721136396
miR-1197	0.00030598228721136396
miR-5189-3p	0.00030598228721136396
miR-5579-5p	0.00030598228721136396
miR-3132	0.00030598228721136396
miR-4431	0.00030598228721136396
miR-4422	0.00030598228721136396
miR-4425	0.00030302589038856036
miR-6895-5p	0.0003008458144579261
miR-1225-5p	0.0003008458144579261
miR-5008-5p	0.0003001260766310963
miR-489-5p	0.0003001260766310963
miR-4729	0.0003001260766310963
miR-5584-3p	0.0003001260766310963
miR-2467-5p	0.00029798737870865443
miR-4527	0.00029798737870865443
miR-544b	0.00029798737870865443
miR-3914	0.0002864214945159384
miR-302c-3p	0.0002864214945159384
miR-3675-5p	0.0002864214945159384
miR-3156-5p	0.0002864214945159384
miR-3120-5p	0.0002864214945159384
miR-3119	0.0002864214945159384
miR-4688	0.00027511523491367503
miR-378g	0.00027511523491367503
